id,collect_time,date_created,sensor_id,uom,value,seconds
229254,2024-07-02 15:54:00,2024-07-02 16:00:47.081,1836026194,ft,0.81,1719935640
229383,2024-07-02 16:00:00,2024-07-02 16:05:46.903,1836026194,ft,0.89,1719936000
229512,2024-07-02 16:06:00,2024-07-02 16:10:46.712,1836026194,ft,0.92,1719936360
229641,2024-07-02 16:12:00,2024-07-02 16:15:46.500,1836026194,ft,1.01,1719936720
229896,2024-07-02 16:18:00,2024-07-02 16:25:47.211,1836026194,ft,1.05,1719937080
230025,2024-07-02 16:24:00,2024-07-02 16:30:47.478,1836026194,ft,1.15,1719937440
230154,2024-07-02 16:30:00,2024-07-02 16:35:46.469,1836026194,ft,1.19,1719937800
230283,2024-07-02 16:36:00,2024-07-02 16:40:46.833,1836026194,ft,1.27,1719938160
230412,2024-07-02 16:42:00,2024-07-02 16:45:48.803,1836026194,ft,1.34,1719938520
230670,2024-07-02 16:48:00,2024-07-02 16:55:46.775,1836026194,ft,1.4,1719938880
230799,2024-07-02 16:54:00,2024-07-02 17:00:47.002,1836026194,ft,1.47,1719939240
230928,2024-07-02 17:00:00,2024-07-02 17:05:46.534,1836026194,ft,1.52,1719939600
231057,2024-07-02 17:06:00,2024-07-02 17:10:46.490,1836026194,ft,1.59,1719939960
231186,2024-07-02 17:12:00,2024-07-02 17:15:46.668,1836026194,ft,1.65,1719940320
231441,2024-07-02 17:18:00,2024-07-02 17:25:46.989,1836026194,ft,1.73,1719940680
231570,2024-07-02 17:24:00,2024-07-02 17:30:47.394,1836026194,ft,1.78,1719941040
231699,2024-07-02 17:42:00,2024-07-02 17:45:46.578,1836026194,ft,1.96,1719942120
231957,2024-07-02 17:48:00,2024-07-02 17:55:47.275,1836026194,ft,2.0,1719942480
232086,2024-07-02 17:54:00,2024-07-02 18:00:46.902,1836026194,ft,2.06,1719942840
232215,2024-07-02 18:00:00,2024-07-02 18:05:46.477,1836026194,ft,2.1,1719943200
232344,2024-07-02 18:06:00,2024-07-02 18:10:46.668,1836026194,ft,2.14,1719943560
232473,2024-07-02 18:12:00,2024-07-02 18:15:46.539,1836026194,ft,2.19,1719943920
232731,2024-07-02 18:18:00,2024-07-02 18:25:47.210,1836026194,ft,2.22,1719944280
232860,2024-07-02 18:24:00,2024-07-02 18:30:46.459,1836026194,ft,2.26,1719944640
232989,2024-07-02 18:30:00,2024-07-02 18:35:46.476,1836026194,ft,2.31,1719945000
233118,2024-07-02 18:36:00,2024-07-02 18:40:46.588,1836026194,ft,2.32,1719945360
233247,2024-07-02 18:42:00,2024-07-02 18:45:46.463,1836026194,ft,2.37,1719945720
233505,2024-07-02 18:48:00,2024-07-02 18:55:46.450,1836026194,ft,2.4,1719946080
233634,2024-07-02 18:54:00,2024-07-02 19:00:46.672,1836026194,ft,2.43,1719946440
233763,2024-07-02 19:00:00,2024-07-02 19:05:46.635,1836026194,ft,2.44,1719946800
233892,2024-07-02 19:06:00,2024-07-02 19:10:46.735,1836026194,ft,2.46,1719947160
234021,2024-07-02 19:12:00,2024-07-02 19:15:47.344,1836026194,ft,2.46,1719947520
234279,2024-07-02 19:18:00,2024-07-02 19:25:46.562,1836026194,ft,2.48,1719947880
234408,2024-07-02 19:24:00,2024-07-02 19:30:46.663,1836026194,ft,2.49,1719948240
234537,2024-07-02 19:30:00,2024-07-02 19:35:46.509,1836026194,ft,2.5,1719948600
234666,2024-07-02 19:36:00,2024-07-02 19:40:46.489,1836026194,ft,2.53,1719948960
234795,2024-07-02 19:42:00,2024-07-02 19:45:46.481,1836026194,ft,2.52,1719949320
235053,2024-07-02 19:48:00,2024-07-02 19:55:46.709,1836026194,ft,2.52,1719949680
235182,2024-07-02 19:54:00,2024-07-02 20:00:47.005,1836026194,ft,2.52,1719950040
235311,2024-07-02 20:00:00,2024-07-02 20:05:46.489,1836026194,ft,2.51,1719950400
235440,2024-07-02 20:06:00,2024-07-02 20:10:46.483,1836026194,ft,2.51,1719950760
235569,2024-07-02 20:12:00,2024-07-02 20:15:46.487,1836026194,ft,2.5,1719951120
235825,2024-07-02 20:18:00,2024-07-02 20:25:46.447,1836026194,ft,2.49,1719951480
235954,2024-07-02 20:24:00,2024-07-02 20:30:46.638,1836026194,ft,2.48,1719951840
236083,2024-07-02 20:30:00,2024-07-02 20:35:46.607,1836026194,ft,2.47,1719952200
236212,2024-07-02 20:36:00,2024-07-02 20:40:46.783,1836026194,ft,2.42,1719952560
236341,2024-07-02 20:42:00,2024-07-02 20:45:46.468,1836026194,ft,2.38,1719952920
236599,2024-07-02 20:48:00,2024-07-02 20:55:46.458,1836026194,ft,2.33,1719953280
236728,2024-07-02 20:54:00,2024-07-02 21:00:46.686,1836026194,ft,2.27,1719953640
236857,2024-07-02 21:00:00,2024-07-02 21:05:46.489,1836026194,ft,2.2,1719954000
236986,2024-07-02 21:06:00,2024-07-02 21:10:46.761,1836026194,ft,2.13,1719954360
237115,2024-07-02 21:12:00,2024-07-02 21:15:54.620,1836026194,ft,2.55,1719954720
237372,2024-07-02 21:18:00,2024-07-02 21:25:46.678,1836026194,ft,1.97,1719955080
237501,2024-07-02 21:24:00,2024-07-02 21:30:46.464,1836026194,ft,1.89,1719955440
